key_value_pairs,event_name,user_pseudo_id,time_stamp,unix_time_stamp,unix_time_stamp_offset
id=-820991219;action=action_session_ended;param_session_id=221;param_timestamp=1606858977777,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.780268 UTC,1.60686E+15,296
id=-820991219;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.795274 UTC,1.60686E+15,296
id=2049326032;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.822283 UTC,1.60686E+15,296
id=2049326032;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.823285 UTC,1.60686E+15,296
id=1739748563;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.844289 UTC,1.60686E+15,296
id=660341922;param_condition_previous=NA;param_condition_previous_total_time=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.889313 UTC,1.60686E+15,296
id=375608378;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.91032 UTC,1.60686E+15,296
id=375608378;param_video_watch_duration=NA;param_video_total_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.911326 UTC,1.60686E+15,296
id=1035336339;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:41.09033 UTC,1.60686E+15,296
id=1035336339;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:41.091331 UTC,1.60686E+15,296
id=-108729679;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.388342 UTC,1.60686E+15,296
id=844550234;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.654349 UTC,1.60686E+15,296
id=844550234;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false;Comedy=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.65435 UTC,1.60686E+15,296
id=-1840343069;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.829359 UTC,1.60686E+15,296
id=-1840343069;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.830363 UTC,1.60686E+15,296
id=-1123597683;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.111372 UTC,1.60686E+15,296
id=1850249927;action=action_esm_dismissed;param_session_id=227;param_timestamp=1606859203324,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.325376 UTC,1.60686E+15,296
id=1850249927;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.326378 UTC,1.60686E+15,296
id=1850249927;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.326379 UTC,1.60686E+15,296
id=1850249927;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.32738 UTC,1.60686E+15,296
id=-574080556;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.931391 UTC,1.60686E+15,296
id=-574080556;param_video_total_duration=NA;param_session_start_time=1606859199897,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.932397 UTC,1.60686E+15,296
id=-920712471;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.955403 UTC,1.60686E+15,296
id=-920712471;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.955405 UTC,1.60686E+15,296
id=-920712471;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.955406 UTC,1.60686E+15,296
id=1199265783;action=action_session_ended;param_session_id=227;param_timestamp=1606859320009,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.010408 UTC,1.60686E+15,296
id=1199265783;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.010411 UTC,1.60686E+15,296
id=-154782577;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.020423 UTC,1.60686E+15,296
id=-154782577;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.021425 UTC,1.60686E+15,296
id=-1291522196;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.036429 UTC,1.60686E+15,296
id=-1291522196;param_video_watch_duration=NA;param_video_total_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.036007 UTC,1.60686E+15,344
id=542123269;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.05301 UTC,1.60686E+15,344
id=717828390;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.123028 UTC,1.60686E+15,344
id=1036695001;action=action_esm_expired;param_session_id=227;param_timestamp=1606859607145,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.146029 UTC,1.60686E+15,344
id=1036695001;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.147035 UTC,1.60686E+15,344
id=1472858753;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.180042 UTC,1.60686E+15,344
id=1249933812;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.191049 UTC,1.60686E+15,344
id=1249933812;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.191051 UTC,1.60686E+15,344
id=1249933812;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.192053 UTC,1.60686E+15,344
id=1249933812;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.192054 UTC,1.60686E+15,344
id=1249933812;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.192055 UTC,1.60686E+15,344
id=-2132312068;action=action_esm_expired;param_session_id=227;param_timestamp=1606859607208,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.208056 UTC,1.60686E+15,344
id=-2132312068;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.208057 UTC,1.60686E+15,344
id=-2132312068;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.208059 UTC,1.60686E+15,344
id=542423423;action=action_esm_expired;param_session_id=227;param_timestamp=1606859607233,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.234066 UTC,1.60686E+15,344
id=953507972;action=action_session_ended;param_session_id=209;param_timestamp=1606858309646,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.648015 UTC,1.60686E+15,296
id=953507972;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.649017 UTC,1.60686E+15,296
id=953507972;param_current_view=NA;param_search_term=NA;param_video_id=NA;param_video_source=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.649022 UTC,1.60686E+15,296
id=-1744276789;action=action_session_ended;param_session_id=209;param_timestamp=1606858309668,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.669025 UTC,1.60686E+15,296
id=-1744276789;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.669028 UTC,1.60686E+15,296
id=-1744276789;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.669032 UTC,1.60686E+15,296
id=-367479342;action=action_session_ended;param_session_id=209;param_timestamp=1606858309687,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.688046 UTC,1.60686E+15,296
id=322022383;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false;Comedy=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.695059 UTC,1.60686E+15,296
id=2140165231;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.712069 UTC,1.60686E+15,296
id=2140165231;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.713074 UTC,1.60686E+15,296
id=2140165231;param_video_total_duration=NA;param_session_start_time=1606857274372,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:49.713075 UTC,1.60686E+15,296
id=-411716727;action=action_esm_dismissed;param_session_id=209;param_timestamp=1606858311555,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:31:51.558077 UTC,1.60686E+15,296
id=896569613;action=action_esm_expired;param_session_id=209;param_timestamp=1606858369893,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.897095 UTC,1.60686E+15,296
id=896569613;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false;Comedy=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.898098 UTC,1.60686E+15,296
id=896569613;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.902103 UTC,1.60686E+15,296
id=-298205858;action=action_esm_expired;param_session_id=209;param_timestamp=1606858369938,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.940113 UTC,1.60686E+15,296
id=-298205858;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.941114 UTC,1.60686E+15,296
id=-298205858;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.952115 UTC,1.60686E+15,296
id=-298205858;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.953117 UTC,1.60686E+15,296
id=-298205858;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.954118 UTC,1.60686E+15,296
id=-298205858;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.954119 UTC,1.60686E+15,296
id=-298205858;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.95512 UTC,1.60686E+15,296
id=-1922415600;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.960123 UTC,1.60686E+15,296
id=-1922415600;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:32:49.961128 UTC,1.60686E+15,296
id=-1785956855;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:33:35.565138 UTC,1.60686E+15,296
id=-1785956855;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:33:35.565139 UTC,1.60686E+15,296
id=-1276887809;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.862146 UTC,1.60686E+15,296
id=-1276887809;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.863149 UTC,1.60686E+15,296
id=-1276887809;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.863152 UTC,1.60686E+15,296
id=1969438849;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.876157 UTC,1.60686E+15,296
id=1969438849;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.876158 UTC,1.60686E+15,296
id=1969438849;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.876163 UTC,1.60686E+15,296
id=1969438849;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.876164 UTC,1.60686E+15,296
id=1969438849;param_video_total_duration=NA;param_session_start_time=1606858372974,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.876165 UTC,1.60686E+15,296
id=-1297804327;action=action_session_ended;param_session_id=215;param_timestamp=1606858587883,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.884166 UTC,1.60686E+15,296
id=-1297804327;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.884172 UTC,1.60686E+15,296
id=-1297804327;param_search_term=NA;param_video_id=NA;param_video_source=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.884174 UTC,1.60686E+15,296
id=1678893033;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.896178 UTC,1.60686E+15,296
id=1678893033;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.896179 UTC,1.60686E+15,296
id=1678893033;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.897185 UTC,1.60686E+15,296
id=1296324502;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.902189 UTC,1.60686E+15,296
id=1296324502;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.903192 UTC,1.60686E+15,296
id=-492371564;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.912198 UTC,1.60686E+15,296
id=-492371564;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:36:27.912202 UTC,1.60686E+15,296
id=-1305545038;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:39:53.20821 UTC,1.60686E+15,296
id=-1305545038;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:39:53.211211 UTC,1.60686E+15,296
id=-1305545038;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:39:53.212213 UTC,1.60686E+15,296
id=-773518639;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:40:01.373225 UTC,1.60686E+15,296
id=-453402580;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:40:04.751258 UTC,1.60686E+15,296
id=-453402580;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:40:04.75126 UTC,1.60686E+15,296
id=-453402580;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:40:04.751261 UTC,1.60686E+15,296
id=-820991219;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.784273 UTC,1.60686E+15,296
id=2049326032;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.82228 UTC,1.60686E+15,296
id=2049326032;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.822282 UTC,1.60686E+15,296
id=2049326032;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.823284 UTC,1.60686E+15,296
id=2049326032;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.823286 UTC,1.60686E+15,296
id=1739748563;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.84429 UTC,1.60686E+15,296
id=1739748563;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.844292 UTC,1.60686E+15,296
id=1739748563;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.844294 UTC,1.60686E+15,296
id=-451542416;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.863301 UTC,1.60686E+15,296
id=-451542416;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.863302 UTC,1.60686E+15,296
id=-451542416;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.864304 UTC,1.60686E+15,296
id=-451542416;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.864305 UTC,1.60686E+15,296
id=660341922;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.889309 UTC,1.60686E+15,296
id=660341922;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.88931 UTC,1.60686E+15,296
id=660341922;param_current_view=NA;param_search_term=NA;param_video_id=NA;param_video_source=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.889315 UTC,1.60686E+15,296
id=660341922;param_video_watch_duration=NA;param_video_total_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.889316 UTC,1.60686E+15,296
id=660341922;param_session_start_time=1606858791775,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.889317 UTC,1.60686E+15,296
id=375608378;action=action_session_ended;param_session_id=221;param_timestamp=1606858977909,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.910318 UTC,1.60686E+15,296
id=375608378;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.910319 UTC,1.60686E+15,296
id=375608378;param_esm_question=NA;param_esm_response=NA;param_feed_name=NA;param_feed_new_value=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:42:57.911324 UTC,1.60686E+15,296
id=1035336339;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:41.091332 UTC,1.60686E+15,296
id=1035336339;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:41.092335 UTC,1.60686E+15,296
id=1035336339;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:41.092336 UTC,1.60686E+15,296
id=-108729679;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.388339 UTC,1.60686E+15,296
id=-108729679;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.388341 UTC,1.60686E+15,296
id=844550234;Music=false;Pets + Animals=false;toggleSetting=focus;param_condition_new=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.654351 UTC,1.60686E+15,296
id=844550234;param_current_view=NA;param_search_term=NA;param_video_id=NA;param_video_source=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:42.654354 UTC,1.60686E+15,296
id=-1123597683;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.111368 UTC,1.60686E+15,296
id=-1123597683;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.11137 UTC,1.60686E+15,296
id=-1123597683;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.112375 UTC,1.60686E+15,296
id=1850249927;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:46:43.327383 UTC,1.60686E+15,296
id=-574080556;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.93139 UTC,1.60686E+15,296
id=-574080556;Comedy=false;Music=false;Pets + Animals=false;toggleSetting=focus,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.931392 UTC,1.60686E+15,296
id=-574080556;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.931395 UTC,1.60686E+15,296
id=-574080556;param_video_id=NA;param_video_source=NA;param_video_watch_duration=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.931396 UTC,1.60686E+15,296
id=-920712471;Autos + Vehicles=false;Style + DIY=false;Gaming=false;Entertainment=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.955401 UTC,1.60686E+15,296
id=-920712471;param_condition_previous_total_time=NA;param_esm_question=NA;param_esm_response=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.955404 UTC,1.60686E+15,296
id=-920712471;param_video_total_duration=NA;param_session_start_time=1606859199897,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:39.955407 UTC,1.60686E+15,296
id=1199265783;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.01041 UTC,1.60686E+15,296
id=1199265783;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.010413 UTC,1.60686E+15,296
id=1199265783;param_feed_name=NA;param_feed_new_value=NA;param_current_view=NA;param_search_term=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.010415 UTC,1.60686E+15,296
id=-154782577;param_device=SM-G900V;param_android_id=1c8022350147cc03;Trending=false,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.02042 UTC,1.60686E+15,296
id=-1291522196;action=action_session_ended;param_session_id=227;param_timestamp=1606859320035,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.036428 UTC,1.60686E+15,296
id=-1291522196;param_condition_new=NA;param_condition_previous=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.036003 UTC,1.60686E+15,344
id=-1291522196;param_session_start_time=1606859199897,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.036008 UTC,1.60686E+15,344
id=542123269;param_condition_previous=NA;param_condition_previous_total_time=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.054014 UTC,1.60686E+15,344
id=542123269;param_current_view=NA;param_search_term=NA;param_video_id=NA;param_video_source=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:48:40.054016 UTC,1.60686E+15,344
id=717828390;action=action_esm_expired;param_session_id=227;param_timestamp=1606859607120,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.12102 UTC,1.60686E+15,344
id=717828390;param_condition_previous=NA;param_condition_previous_total_time=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.122025 UTC,1.60686E+15,344
id=717828390;param_esm_question=NA;param_esm_response=NA;param_feed_name=NA;param_feed_new_value=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.123026 UTC,1.60686E+15,344
id=717828390;param_current_view=NA;param_search_term=NA;param_video_id=NA;param_video_source=NA,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.123027 UTC,1.60686E+15,344
id=1036695001;param_pid=880000;param_condition=mixed;param_time_zone=Eastern Standard Time,study_event,1d3e740345da6d251a1c72c59d531f54,2020-12-01 21:53:27.14603 UTC,1.60686E+15,344
